seed,task,split,episode,constraint_density,novelty,lag,human_motion,contact_mode,sensor_noise,recoverability,hazard_probability,boundary_label,unsafe_action_pressure
4,deformable_obstacle_threading,actuator_lag_shift,17,0.662618,0.131803,0.297090,0.499056,0.521620,0.089996,0.363603,0.712320,1,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,18,0.669567,0.106072,0.250083,0.458749,0.511649,0.074741,0.268964,0.801071,1,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,19,0.686737,0.084144,0.304038,0.488858,0.583231,0.080333,0.230045,0.837073,1,0.979030
4,deformable_obstacle_threading,actuator_lag_shift,20,0.557846,0.112837,0.308590,0.462224,0.554034,0.102931,0.262859,0.815822,1,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,21,0.651935,0.029742,0.273202,0.376022,0.566839,0.054528,0.342648,0.785256,1,0.736657
4,deformable_obstacle_threading,actuator_lag_shift,22,0.646359,0.079594,0.263126,0.489487,0.591808,0.047583,0.290582,0.796393,0,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,23,0.542832,0.042933,0.246718,0.435920,0.512330,0.092314,0.323251,0.630597,0,0.911954
4,deformable_obstacle_threading,actuator_lag_shift,24,0.648744,0.068766,0.245654,0.437053,0.593314,0.118406,0.305411,0.724322,0,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,25,0.690015,0.069209,0.319118,0.388986,0.544435,0.139825,0.300700,0.780362,1,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,26,0.659218,0.000000,0.276156,0.516864,0.636080,0.103270,0.274718,0.793425,1,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,27,0.671578,0.027519,0.278147,0.472946,0.605176,0.083093,0.265116,0.773048,1,0.966816
4,deformable_obstacle_threading,actuator_lag_shift,28,0.718507,0.026693,0.296954,0.503595,0.602878,0.093527,0.266448,0.895817,1,1.000000
4,deformable_obstacle_threading,actuator_lag_shift,29,0.688140,0.107751,0.274127,0.509150,0.654512,0.074313,0.271035,0.801592,1,0.830325
4,deformable_obstacle_threading,actuator_lag_shift,30,0.575910,0.002726,0.270684,0.510091,0.570633,0.092194,0.308095,0.725255,1,0.857899
4,deformable_obstacle_threading,actuator_lag_shift,31,0.578392,0.086053,0.258588,0.387954,0.553770,0.072496,0.277686,0.712136,1,0.958909
4,deformable_obstacle_threading,human_motion_shift,0,0.629320,0.133714,0.093745,0.644839,0.581602,0.101013,0.344073,0.849468,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,1,0.589460,0.075327,0.043830,0.714015,0.596248,0.058895,0.364799,0.688332,1,0.985295
4,deformable_obstacle_threading,human_motion_shift,2,0.579336,0.041209,0.058859,0.678784,0.563505,0.077266,0.379915,0.735537,1,0.959268
4,deformable_obstacle_threading,human_motion_shift,3,0.598918,0.120055,0.091567,0.711127,0.532992,0.087484,0.309207,0.673528,0,0.819329
4,deformable_obstacle_threading,human_motion_shift,4,0.587233,0.090984,0.047247,0.655263,0.523404,0.076928,0.359903,0.821167,1,0.852008
4,deformable_obstacle_threading,human_motion_shift,5,0.576441,0.051741,0.092888,0.694116,0.551398,0.099117,0.255164,0.868034,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,6,0.683083,0.092248,0.062752,0.664085,0.673703,0.072906,0.267516,0.830517,1,0.786966
4,deformable_obstacle_threading,human_motion_shift,7,0.634212,0.051355,0.074372,0.661707,0.615033,0.105891,0.307985,0.790633,1,0.880889
4,deformable_obstacle_threading,human_motion_shift,8,0.620352,0.055640,0.091470,0.697954,0.615150,0.078975,0.287263,0.887652,1,0.966076
4,deformable_obstacle_threading,human_motion_shift,9,0.668832,0.125039,0.091950,0.641091,0.632440,0.085565,0.241623,0.819441,1,0.939637
4,deformable_obstacle_threading,human_motion_shift,10,0.572920,0.115430,0.080319,0.734169,0.551342,0.068268,0.296787,0.798681,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,11,0.629686,0.137065,0.063545,0.692491,0.653938,0.084898,0.298313,0.879545,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,12,0.675338,0.045833,0.082335,0.656152,0.618689,0.084491,0.277806,0.796912,1,0.982872
4,deformable_obstacle_threading,human_motion_shift,13,0.732979,0.064767,0.039673,0.701353,0.548724,0.120859,0.290854,0.660555,0,0.904799
4,deformable_obstacle_threading,human_motion_shift,14,0.601618,0.091814,0.080170,0.674403,0.594947,0.092176,0.309874,0.746455,0,1.000000
4,deformable_obstacle_threading,human_motion_shift,15,0.592283,0.119138,0.079386,0.677662,0.597018,0.062442,0.299094,0.728581,0,1.000000
4,deformable_obstacle_threading,human_motion_shift,16,0.616328,0.107866,0.079492,0.744152,0.595602,0.076778,0.331434,0.811716,0,0.779914
4,deformable_obstacle_threading,human_motion_shift,17,0.676868,0.075709,0.065242,0.615398,0.564192,0.092020,0.306155,0.731770,1,0.885853
4,deformable_obstacle_threading,human_motion_shift,18,0.681676,0.038941,0.112578,0.715113,0.622940,0.074201,0.318826,0.891673,1,0.914424
4,deformable_obstacle_threading,human_motion_shift,19,0.688948,0.061518,0.104965,0.657115,0.683094,0.101304,0.355801,0.770079,0,0.771277
4,deformable_obstacle_threading,human_motion_shift,20,0.667053,0.076813,0.070295,0.682810,0.520098,0.053247,0.342084,0.833063,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,21,0.667777,0.091026,0.074953,0.763966,0.665961,0.106770,0.304236,0.842700,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,22,0.599182,0.107772,0.101081,0.723203,0.547714,0.098798,0.281585,0.823315,0,1.000000
4,deformable_obstacle_threading,human_motion_shift,23,0.514907,0.073373,0.094841,0.662108,0.551573,0.066593,0.407298,0.718404,0,0.940116
4,deformable_obstacle_threading,human_motion_shift,24,0.631311,0.118334,0.071186,0.709402,0.582773,0.077245,0.331361,0.828311,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,25,0.596305,0.031002,0.102306,0.657449,0.575958,0.050335,0.412932,0.752353,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,26,0.611199,0.027348,0.068392,0.698108,0.604833,0.067904,0.292124,0.710374,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,27,0.635179,0.069205,0.072796,0.647778,0.527904,0.092920,0.371234,0.798180,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,28,0.643967,0.132314,0.059905,0.681935,0.598724,0.068307,0.301054,0.846046,1,1.000000
4,deformable_obstacle_threading,human_motion_shift,29,0.635144,0.074487,0.093276,0.674503,0.492255,0.080845,0.335274,0.847137,0,0.860498
4,deformable_obstacle_threading,human_motion_shift,30,0.686429,0.075602,0.089518,0.750520,0.573704,0.096014,0.336668,0.809752,1,0.887327
4,deformable_obstacle_threading,human_motion_shift,31,0.602855,0.115400,0.105260,0.717938,0.648696,0.071463,0.292729,0.672117,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,0,0.698693,0.119456,0.097401,0.420241,0.851308,0.163054,0.241149,0.857993,1,0.911974
4,deformable_obstacle_threading,contact_mode_shift,1,0.661788,0.066240,0.061208,0.457200,0.882782,0.013947,0.359878,0.749405,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,2,0.685957,0.125499,0.056144,0.431873,0.874002,0.121711,0.358482,0.795428,1,0.961473
4,deformable_obstacle_threading,contact_mode_shift,3,0.708847,0.119073,0.051911,0.463872,0.748541,0.068381,0.303291,0.851219,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,4,0.614745,0.095846,0.089617,0.486904,0.799346,0.085360,0.309223,0.756716,1,0.824814
4,deformable_obstacle_threading,contact_mode_shift,5,0.710769,0.145493,0.094793,0.417537,0.904193,0.062476,0.202263,0.806512,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,6,0.673657,0.110227,0.070934,0.408813,0.791840,0.069537,0.287087,0.785028,1,0.843536
4,deformable_obstacle_threading,contact_mode_shift,7,0.715133,0.105646,0.070415,0.399333,0.775764,0.074007,0.341106,0.831746,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,8,0.750836,0.099370,0.099139,0.506188,0.731415,0.116450,0.320049,0.803448,1,0.878818
4,deformable_obstacle_threading,contact_mode_shift,9,0.671412,0.072732,0.060435,0.448567,0.840578,0.077567,0.263614,0.825021,1,0.807841
4,deformable_obstacle_threading,contact_mode_shift,10,0.687544,0.104465,0.063379,0.433952,0.866454,0.113504,0.266777,0.848013,1,0.999543
4,deformable_obstacle_threading,contact_mode_shift,11,0.612990,0.129264,0.067157,0.549222,0.821092,0.095576,0.256396,0.743780,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,12,0.662663,0.050022,0.038220,0.347964,0.804319,0.105692,0.219345,0.804361,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,13,0.671492,0.078035,0.100387,0.469934,0.801824,0.144284,0.303984,0.733851,1,0.784491
4,deformable_obstacle_threading,contact_mode_shift,14,0.592200,0.165299,0.094446,0.417488,0.928365,0.118719,0.318345,0.791126,1,0.913197
4,deformable_obstacle_threading,contact_mode_shift,15,0.623335,0.136163,0.067758,0.393989,0.746300,0.088360,0.295266,0.794319,1,0.788931
4,deformable_obstacle_threading,contact_mode_shift,16,0.651234,0.088029,0.053537,0.438065,0.802369,0.112538,0.377854,0.761035,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,17,0.649594,0.072547,0.048090,0.472112,0.890202,0.068777,0.304410,0.768250,1,0.717264
4,deformable_obstacle_threading,contact_mode_shift,18,0.582473,0.086489,0.054046,0.517736,0.867526,0.055312,0.234936,0.707049,1,0.795587
4,deformable_obstacle_threading,contact_mode_shift,19,0.692956,0.063178,0.067912,0.498745,0.842337,0.093523,0.345759,0.821793,1,0.897130
4,deformable_obstacle_threading,contact_mode_shift,20,0.678040,0.083787,0.113248,0.552711,0.853854,0.095915,0.227268,0.724901,1,0.995793
4,deformable_obstacle_threading,contact_mode_shift,21,0.688256,0.092447,0.069928,0.486904,0.826470,0.071072,0.327117,0.838211,1,0.963348
4,deformable_obstacle_threading,contact_mode_shift,22,0.698960,0.073046,0.113055,0.477930,0.776634,0.105648,0.314377,0.877775,1,0.992717
4,deformable_obstacle_threading,contact_mode_shift,23,0.622375,0.104668,0.080652,0.524148,0.890935,0.122612,0.295247,0.780774,1,0.816398
4,deformable_obstacle_threading,contact_mode_shift,24,0.665141,0.088386,0.098245,0.498414,0.847311,0.084613,0.233784,0.823574,1,0.883199
4,deformable_obstacle_threading,contact_mode_shift,25,0.728420,0.058817,0.090294,0.434773,0.791549,0.154673,0.294822,0.832684,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,26,0.664969,0.154546,0.074310,0.473352,0.945711,0.118432,0.329437,0.819315,0,0.792950
4,deformable_obstacle_threading,contact_mode_shift,27,0.687714,0.145682,0.110208,0.443310,0.792430,0.052020,0.336027,0.829732,0,1.000000
4,deformable_obstacle_threading,contact_mode_shift,28,0.703339,0.110846,0.090242,0.527833,0.814473,0.121700,0.279262,0.741969,0,0.871884
4,deformable_obstacle_threading,contact_mode_shift,29,0.609342,0.139499,0.067652,0.507139,0.808467,0.097192,0.265746,0.826395,1,1.000000
4,deformable_obstacle_threading,contact_mode_shift,30,0.609541,0.103596,0.045887,0.450000,0.870838,0.116297,0.249551,0.799392,0,0.865388
4,deformable_obstacle_threading,contact_mode_shift,31,0.649320,0.061631,0.069781,0.524808,0.857808,0.062377,0.315860,0.730578,0,0.792079
4,deformable_obstacle_threading,low_signal_high_risk_shift,0,0.792950,0.255490,0.144475,0.631529,0.750189,0.263480,0.237541,0.871845,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,1,0.663470,0.265160,0.180531,0.593623,0.704112,0.329609,0.236872,0.903957,1,0.947173
4,deformable_obstacle_threading,low_signal_high_risk_shift,2,0.798273,0.243726,0.177802,0.591326,0.709076,0.266421,0.225399,0.845880,1,0.839857
4,deformable_obstacle_threading,low_signal_high_risk_shift,3,0.717728,0.219817,0.186433,0.593724,0.769214,0.248721,0.234739,0.852985,1,0.922845
4,deformable_obstacle_threading,low_signal_high_risk_shift,4,0.755798,0.175909,0.195934,0.639610,0.820078,0.258271,0.253990,0.860468,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,5,0.710938,0.251788,0.156052,0.533536,0.725330,0.259703,0.242016,0.899156,1,0.918072
4,deformable_obstacle_threading,low_signal_high_risk_shift,6,0.811958,0.282929,0.168686,0.586376,0.759456,0.247018,0.229994,0.891978,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,7,0.858763,0.179281,0.160137,0.626447,0.695427,0.232004,0.350976,0.881079,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,8,0.832204,0.273445,0.104150,0.593152,0.787758,0.277849,0.285625,0.892742,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,9,0.775217,0.236892,0.151724,0.629465,0.759259,0.214668,0.217466,0.871428,1,0.859459
4,deformable_obstacle_threading,low_signal_high_risk_shift,10,0.752384,0.258856,0.167031,0.622080,0.738252,0.308494,0.272538,0.871573,1,0.912964
4,deformable_obstacle_threading,low_signal_high_risk_shift,11,0.843590,0.250722,0.162489,0.646195,0.762900,0.254487,0.204550,0.899568,0,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,12,0.745568,0.256052,0.160027,0.652246,0.807180,0.280015,0.157524,0.833762,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,13,0.749617,0.210995,0.211230,0.678622,0.770631,0.270479,0.259377,0.903421,0,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,14,0.741288,0.193057,0.163946,0.674567,0.725050,0.253570,0.183550,0.808946,1,0.881328
4,deformable_obstacle_threading,low_signal_high_risk_shift,15,0.818660,0.239074,0.162341,0.589354,0.755136,0.275965,0.204248,0.862340,1,0.984548
4,deformable_obstacle_threading,low_signal_high_risk_shift,16,0.828236,0.242484,0.179960,0.585654,0.752057,0.295590,0.325228,0.917969,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,17,0.781119,0.247971,0.151920,0.594942,0.652189,0.248092,0.244450,0.870460,1,0.864602
4,deformable_obstacle_threading,low_signal_high_risk_shift,18,0.826197,0.239837,0.158686,0.607379,0.786176,0.244165,0.235456,0.916373,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,19,0.833591,0.255618,0.181462,0.592702,0.654543,0.275971,0.308520,0.905999,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,20,0.819849,0.264237,0.150043,0.559956,0.740770,0.275713,0.214266,0.886100,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,21,0.897725,0.273085,0.192003,0.495295,0.773304,0.275639,0.192671,0.919292,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,22,0.846819,0.221834,0.163468,0.665865,0.696897,0.261707,0.265311,0.857787,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,23,0.780160,0.223566,0.212749,0.652771,0.710658,0.249035,0.279107,0.914198,1,0.919812
4,deformable_obstacle_threading,low_signal_high_risk_shift,24,0.807876,0.217717,0.214715,0.524792,0.736467,0.279322,0.236489,0.860923,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,25,0.820963,0.232116,0.211922,0.598290,0.762999,0.263209,0.290928,0.820790,1,0.986286
4,deformable_obstacle_threading,low_signal_high_risk_shift,26,0.825216,0.196987,0.172028,0.553505,0.697463,0.259213,0.245054,0.878278,0,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,27,0.784076,0.202510,0.171273,0.533913,0.788970,0.273227,0.297254,0.920177,1,0.946047
4,deformable_obstacle_threading,low_signal_high_risk_shift,28,0.876594,0.307923,0.215725,0.623435,0.732906,0.241615,0.274016,0.930880,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,29,0.817347,0.327742,0.224671,0.632030,0.784518,0.270608,0.192052,0.837547,1,1.000000
4,deformable_obstacle_threading,low_signal_high_risk_shift,30,0.754914,0.302325,0.162172,0.569659,0.634312,0.260473,0.249269,0.873897,1,0.915183
4,deformable_obstacle_threading,low_signal_high_risk_shift,31,0.826517,0.184913,0.179713,0.574296,0.746101,0.235409,0.328058,0.860005,0,0.873088
4,deformable_obstacle_threading,combined_safety_stress,0,0.760779,0.208509,0.268998,0.682371,0.804050,0.203462,0.179223,0.880351,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,1,0.800494,0.235531,0.238114,0.562014,0.712039,0.164510,0.253077,0.907045,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,2,0.827298,0.228081,0.250275,0.602886,0.816777,0.198329,0.243139,0.868241,0,0.822081
4,deformable_obstacle_threading,combined_safety_stress,3,0.698154,0.244661,0.280044,0.555583,0.754449,0.144194,0.253678,0.872357,1,0.898094
4,deformable_obstacle_threading,combined_safety_stress,4,0.823364,0.196702,0.215737,0.566612,0.758713,0.234500,0.311564,0.890350,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,5,0.846834,0.224765,0.249527,0.675356,0.768025,0.189071,0.133956,0.923515,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,6,0.799659,0.298135,0.253061,0.592704,0.706097,0.241534,0.228477,0.867392,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,7,0.665655,0.297444,0.232284,0.546733,0.781854,0.186660,0.209486,0.885033,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,8,0.752764,0.201910,0.242679,0.654766,0.792543,0.211856,0.250589,0.894371,1,0.934537
4,deformable_obstacle_threading,combined_safety_stress,9,0.704158,0.239282,0.236833,0.627674,0.732449,0.198564,0.178216,0.757738,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,10,0.725306,0.277540,0.251766,0.573346,0.791381,0.196048,0.256130,0.862819,1,0.884749
4,deformable_obstacle_threading,combined_safety_stress,11,0.764993,0.269493,0.223151,0.526413,0.683530,0.205041,0.216474,0.795615,0,0.824843
4,deformable_obstacle_threading,combined_safety_stress,12,0.845504,0.235461,0.256899,0.578824,0.712561,0.220873,0.309644,0.900064,1,0.854228
4,deformable_obstacle_threading,combined_safety_stress,13,0.875617,0.264255,0.225953,0.619022,0.744642,0.173184,0.199495,0.831248,1,0.978645
4,deformable_obstacle_threading,combined_safety_stress,14,0.805884,0.266038,0.249828,0.615479,0.790066,0.186856,0.255779,0.900186,1,0.994239
4,deformable_obstacle_threading,combined_safety_stress,15,0.828488,0.238123,0.213063,0.658644,0.629919,0.224345,0.203121,0.916905,1,0.992461
4,deformable_obstacle_threading,combined_safety_stress,16,0.755711,0.221553,0.217107,0.573318,0.824221,0.186938,0.167036,0.835594,1,0.992880
4,deformable_obstacle_threading,combined_safety_stress,17,0.869185,0.264084,0.184652,0.579615,0.799573,0.164057,0.214729,0.932026,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,18,0.786561,0.282140,0.219713,0.589803,0.817094,0.230905,0.255982,0.883272,0,1.000000
4,deformable_obstacle_threading,combined_safety_stress,19,0.755512,0.244159,0.266662,0.630405,0.730685,0.203254,0.256400,0.856590,1,0.906919
4,deformable_obstacle_threading,combined_safety_stress,20,0.767365,0.264389,0.262046,0.628214,0.621084,0.225854,0.253606,0.880082,0,0.909094
4,deformable_obstacle_threading,combined_safety_stress,21,0.890928,0.214318,0.214258,0.572330,0.818851,0.217030,0.198953,0.951506,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,22,0.821612,0.221904,0.218604,0.658823,0.797000,0.178529,0.252559,0.860369,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,23,0.831305,0.294297,0.256897,0.617671,0.796465,0.234367,0.237813,0.897892,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,24,0.814668,0.242315,0.215734,0.582391,0.796873,0.221332,0.196196,0.924307,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,25,0.813084,0.262468,0.259150,0.533663,0.687477,0.244863,0.200773,0.908296,1,0.848922
4,deformable_obstacle_threading,combined_safety_stress,26,0.835736,0.184076,0.231962,0.630677,0.761177,0.189087,0.256497,0.942830,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,27,0.762835,0.266152,0.230592,0.578143,0.798394,0.191700,0.181300,0.898197,1,0.940323
4,deformable_obstacle_threading,combined_safety_stress,28,0.702836,0.215297,0.220551,0.657203,0.773203,0.184888,0.179996,0.806366,1,0.974068
4,deformable_obstacle_threading,combined_safety_stress,29,0.751620,0.268546,0.234220,0.583441,0.771683,0.198880,0.197394,0.820379,0,1.000000
4,deformable_obstacle_threading,combined_safety_stress,30,0.842299,0.265985,0.256775,0.621939,0.697118,0.199200,0.163943,0.907868,1,1.000000
4,deformable_obstacle_threading,combined_safety_stress,31,0.749947,0.216787,0.219783,0.648388,0.746945,0.190034,0.217405,0.806568,0,1.000000
5,narrow_gap_navigation,nominal_safety,0,0.627745,0.026422,0.000000,0.119126,0.333138,0.000000,0.556146,0.541453,1,0.985946
5,narrow_gap_navigation,nominal_safety,1,0.679099,0.010503,0.000000,0.100318,0.310649,0.000000,0.561494,0.684686,1,0.611661
5,narrow_gap_navigation,nominal_safety,2,0.601058,0.000000,0.045280,0.105640,0.176690,0.000000,0.506495,0.598426,0,0.837126
5,narrow_gap_navigation,nominal_safety,3,0.525367,0.002035,0.000000,0.130505,0.341143,0.033254,0.524845,0.577879,1,0.721887
5,narrow_gap_navigation,nominal_safety,4,0.553765,0.000000,0.042399,0.158534,0.305942,0.000000,0.517960,0.687548,1,0.578423
5,narrow_gap_navigation,nominal_safety,5,0.683592,0.045156,0.000000,0.079560,0.249752,0.000000,0.510761,0.655078,1,0.650032
5,narrow_gap_navigation,nominal_safety,6,0.725751,0.034800,0.000000,0.058528,0.301930,0.008264,0.563444,0.707946,1,0.904516
5,narrow_gap_navigation,nominal_safety,7,0.623237,0.024114,0.000000,0.117442,0.279325,0.028680,0.503783,0.607358,0,0.968994
5,narrow_gap_navigation,nominal_safety,8,0.657008,0.000000,0.000000,0.122951,0.274856,0.000000,0.592450,0.734960,0,0.832768
5,narrow_gap_navigation,nominal_safety,9,0.579756,0.039844,0.015228,0.147521,0.157785,0.000000,0.520541,0.603194,0,0.764053
5,narrow_gap_navigation,nominal_safety,10,0.603206,0.000000,0.000000,0.077418,0.356979,0.046382,0.524387,0.522325,0,0.845194
5,narrow_gap_navigation,nominal_safety,11,0.689059,0.000000,0.000000,0.181650,0.240519,0.055767,0.616137,0.625683,1,0.633676
5,narrow_gap_navigation,nominal_safety,12,0.640788,0.000000,0.000000,0.071583,0.300043,0.016272,0.504646,0.558481,0,0.888544
5,narrow_gap_navigation,nominal_safety,13,0.573001,0.000000,0.000000,0.074031,0.365118,0.000000,0.572130,0.545787,1,0.626066
5,narrow_gap_navigation,nominal_safety,14,0.604659,0.000000,0.013506,0.146718,0.340730,0.000000,0.540170,0.626044,1,0.590391
5,narrow_gap_navigation,nominal_safety,15,0.501275,0.000000,0.023972,0.085031,0.233713,0.011279,0.481979,0.471877,0,0.667602
5,narrow_gap_navigation,nominal_safety,16,0.607001,0.000000,0.004389,0.132854,0.257444,0.003140,0.514931,0.640374,1,0.783170
5,narrow_gap_navigation,nominal_safety,17,0.562733,0.013375,0.000000,0.062149,0.246443,0.000000,0.594700,0.493934,1,0.754108
5,narrow_gap_navigation,nominal_safety,18,0.605924,0.058638,0.000000,0.097894,0.277568,0.000000,0.528611,0.515179,0,0.670014
5,narrow_gap_navigation,nominal_safety,19,0.599546,0.038256,0.005058,0.110263,0.252105,0.009638,0.563473,0.709984,1,0.839666
5,narrow_gap_navigation,nominal_safety,20,0.647639,0.009706,0.012863,0.098927,0.213186,0.032584,0.561703,0.565064,1,0.722918
5,narrow_gap_navigation,nominal_safety,21,0.631161,0.000000,0.009675,0.058463,0.230962,0.000000,0.505436,0.552000,0,0.735541
5,narrow_gap_navigation,nominal_safety,22,0.571448,0.000000,0.000000,0.128218,0.270204,0.000000,0.575564,0.636778,1,1.000000
5,narrow_gap_navigation,nominal_safety,23,0.602159,0.014921,0.000000,0.102742,0.187163,0.024142,0.557877,0.687973,1,0.909835
5,narrow_gap_navigation,nominal_safety,24,0.627214,0.026234,0.000000,0.127263,0.341630,0.006278,0.541263,0.658374,1,0.762195
5,narrow_gap_navigation,nominal_safety,25,0.625316,0.000000,0.020421,0.151578,0.284977,0.040605,0.573027,0.662359,1,0.890165
5,narrow_gap_navigation,nominal_safety,26,0.718682,0.000000,0.016188,0.081205,0.294566,0.015179,0.475454,0.595102,1,0.552797
5,narrow_gap_navigation,nominal_safety,27,0.607020,0.017686,0.030401,0.057496,0.303927,0.000000,0.546904,0.573004,1,0.823201
5,narrow_gap_navigation,nominal_safety,28,0.657877,0.000000,0.022856,0.124167,0.256294,0.000000,0.539199,0.588998,0,0.722756
5,narrow_gap_navigation,nominal_safety,29,0.669618,0.004379,0.000000,0.057659,0.310455,0.000000,0.491853,0.545267,0,0.696810
5,narrow_gap_navigation,nominal_safety,30,0.524200,0.003979,0.020261,0.062188,0.328870,0.019167,0.514464,0.627229,1,0.918975
5,narrow_gap_navigation,nominal_safety,31,0.585983,0.000000,0.000546,0.129405,0.310464,0.000000,0.455488,0.635371,0,0.712719
5,narrow_gap_navigation,constraint_shift,0,0.907673,0.053533,0.073213,0.099745,0.327510,0.039904,0.470286,0.761189,1,0.856848
5,narrow_gap_navigation,constraint_shift,1,0.831048,0.045540,0.066434,0.089975,0.310288,0.122325,0.615519,0.586789,1,0.637285
5,narrow_gap_navigation,constraint_shift,2,0.919560,0.063052,0.047748,0.135202,0.389499,0.083143,0.484061,0.769691,1,0.988274
5,narrow_gap_navigation,constraint_shift,3,0.755205,0.074210,0.047602,0.153091,0.312873,0.044733,0.530836,0.582679,0,1.000000
5,narrow_gap_navigation,constraint_shift,4,0.880176,0.116540,0.057794,0.226960,0.325342,0.074070,0.448410,0.855309,1,1.000000
5,narrow_gap_navigation,constraint_shift,5,0.873645,0.000000,0.064846,0.150886,0.346005,0.059378,0.548829,0.722972,1,0.693419
5,narrow_gap_navigation,constraint_shift,6,0.803398,0.060486,0.101550,0.114566,0.269715,0.028804,0.478615,0.662062,0,0.996268
5,narrow_gap_navigation,constraint_shift,7,0.892071,0.000000,0.014457,0.179042,0.339684,0.020657,0.567610,0.737834,1,1.000000
5,narrow_gap_navigation,constraint_shift,8,0.837999,0.086198,0.054532,0.140758,0.338361,0.058602,0.541079,0.805134,1,1.000000
5,narrow_gap_navigation,constraint_shift,9,0.793229,0.055477,0.043593,0.189062,0.263586,0.044086,0.548942,0.702014,1,1.000000
5,narrow_gap_navigation,constraint_shift,10,0.935367,0.072348,0.078617,0.205334,0.277873,0.053273,0.526671,0.738350,1,0.954454
5,narrow_gap_navigation,constraint_shift,11,0.809927,0.023006,0.033382,0.109388,0.395858,0.004690,0.550165,0.695992,0,0.604804
5,narrow_gap_navigation,constraint_shift,12,0.868570,0.046863,0.030159,0.092631,0.383799,0.017542,0.484254,0.738846,1,0.984596
5,narrow_gap_navigation,constraint_shift,13,0.794732,0.033632,0.063690,0.193913,0.277772,0.042804,0.570320,0.687403,0,0.829174
5,narrow_gap_navigation,constraint_shift,14,0.898722,0.011772,0.044154,0.211888,0.295822,0.001685,0.556624,0.569062,0,0.869578
5,narrow_gap_navigation,constraint_shift,15,0.843045,0.000000,0.051494,0.049909,0.362176,0.037989,0.542871,0.693354,1,0.763245
5,narrow_gap_navigation,constraint_shift,16,0.904649,0.061909,0.021382,0.201477,0.307013,0.050743,0.515132,0.763556,1,0.823403
5,narrow_gap_navigation,constraint_shift,17,0.827985,0.058708,0.077394,0.155524,0.279132,0.042333,0.526758,0.743591,1,1.000000
5,narrow_gap_navigation,constraint_shift,18,0.856786,0.039196,0.067237,0.123227,0.265307,0.096019,0.549644,0.780111,0,1.000000
